,review_count,business_id,categories,Unnamed: 0,super_rating,name,latitude,longitude,address,postal_code,positive_aspect,negative_aspect
274052,5,g6v8_P70AB2MULIY8zCQFw,"Restaurants, Greek, Mediterranean",1740,4.54892,The Breeze,36.1532039,-86.7899976,1516 Demonbreun St,37203.0,[],[]
274057,5,VxZVYHBiQdzxIIGZv1Mlmg,"Breakfast & Brunch, Diners, Sandwiches, Salad, Burgers, Restaurants",1297,4.25496,Maggie's Arcade Grill,36.1646059015,-86.7803426832,8 Arcade St,37219.0,"['service', 'homemade food', 'spot', 'biscuits', 'fruit tea']","['fruit tea', 'breakfast', 'menu', 'lunch', 'food']"
274062,57,UtABCTNWNw19ilPS5USErw,"Fast Food, Burgers, Mexican, Breakfast & Brunch, Restaurants, Tacos",1250,1.4540586206896553,Jack in the Box,36.152867394,-86.6843631864,622 Mcgavock Pike,37214.0,"['jack', 'burger', 'bowl of soup', 'bacon cheeseburger', 'sandwich']","['staff', 'place', 'waiting', 'employees', 'service']"
274120,21,AAurpgemg4l0r9RDxaXdVg,"Restaurants, Soup, Salad, Breakfast & Brunch",456,5.010318181818182,Maggie's Cafe,36.1645260804,-86.7797776979,225 4th Ave N,37219.0,"['breakfast', 'food', 'prices', 'staff', 'people']","['honey mustard dressing', 'price', 'chicken pieces', 'customer service', 'texture']"
274142,28,rliUw3TlqpvPF1b4Hpn-GQ,"Chicken Shop, Restaurants",2152,4.860820689655172,Helen's Hot Chicken,36.1461525,-86.7989584,2010 Scarritt Pl,37203.0,"['service', 'flavor', 'tenders', 'food', 'host']","['waiting', 'carry out', 'seating area', 'ranch packets', 'floor']"
274171,21,_xRo-2ynfc9HQitXKbsfQQ,"Latin American, Restaurants, Honduran",1496,4.2058,Honduras Restaurant,36.126741,-86.713398,1057 Murfreesboro Pike,37217.0,"['food', 'place', 'wait staff', 'staff', 'owner']","['papusas', 'decor', 'priced', 'side', 'portions']"
274192,36,ntu7zZ4myxSVDUlpwK26aA,"Asian Fusion, Restaurants, Chinese, Pizza, Italian, Buffets",2023,2.0916083333333333,Dynasty Super Buffet,36.0500035272,-86.7151907814,5433 Nolensville Pike,37211.0,"['sushi', 'place', 'rice noodles', 'fruit', 'price']","['employees', 'location', 'chicken', 'buffet', 'food']"
274228,73,Qc0Vyf84Rf57ZbIvclXdPg,"Soul Food, Restaurants, Southern, Comfort Food",1080,4.254576315789474,Bailey & Cato's,36.2506771102,-86.7204824835,1130 Gallatin Pike S,37115.0,"['food', 'fried chicken', 'ribs', 'chicken', 'soul food']","['servers', 'collards', 'ladies', 'service', 'customer service']"
274304,5,eyJMXJ5HPLjxC86MfNRWwA,"Fast Food, Restaurants",1688,4.06295,Blue Collar Grill,36.153426,-86.721243,1501 Lebanon Pk,37210.0,"['burgers', 'sausage', 'egg', 'cheese biscuit', 'eggs']","['lunch', 'breakfast', 'gas', 'place', 'kitchen']"
274310,87,pNIXTOP7tQm029PakX7LyQ,"Restaurants, Hot Dogs",2068,5.377536781609195,Daddy's Dogs - Nations,36.1633237,-86.8513058,5205 Centennial Blvd,37209.0,"['dogs', 'place', 'hot dogs', 'food', 'service']","['portions', 'prices', 'chef', 'hot dog bun', 'texture']"
274397,124,zyHP-oXgDkANEyQbJVKf8g,"Food, Juice Bars & Smoothies, Restaurants, Acai Bowls, Breakfast & Brunch",2500,4.609669465648855,The Urban Juicer,36.1298259656,-86.7781338841,2206 8th Ave S,37204.0,"['staff', 'smoothies', 'juice', 'service', 'juices']","['juice drinks', 'flavor', 'google', 'toppings', 'indoor seating']"
274528,6,FU0qA0c17JpA482ZpOs9Kw,"Juice Bars & Smoothies, Food, Vegan, Restaurants, Acai Bowls, Vegetarian",670,3.6128666666666662,E+ROSE Wellness Cafe in The Gulch,36.1539262,-86.7869553,"1201 Demonbreun St, Ste 110",37203.0,"['service', 'smoothie bowls', 'food', 'girls behind', 'morning coffee']","['girls behind', 'morning coffee', 'tea', 'counter', 'coconut']"
274534,10,Xi5SU4VW3CYi-2o4UDxBcA,"Restaurants, Sushi Bars",1360,3.34683,Taste of Tokyo,36.1367982,-86.8008392,1806 21st Ave S,37212.0,"['sushi place', 'rolls', 'bento boxes', 'sake', 'staff']","['sake', 'staff', 'soup', 'salad', 'meal']"
274544,92,TvT6zNBiIzSZRPDN66Mh5w,"Bars, Nightlife, Restaurants, American (New)",1210,4.152671578947369,Shipwreck Cove,36.1344143018,-86.622025505,3361 Bell Rd,37214.0,"['food', 'place', 'staff', 'service', 'live music']","['taste', 'expense', 'batter', 'waiting', 'menu']"
274639,58,sk421Epi6awFkgsXRfjVUQ,"Asian Fusion, Chinese, Restaurants",2189,3.665595,Bei Jing Chinese Restaurant,36.0819782562,-86.7589016819,"4685 Trousdale Dr, Ste B",37204.0,"['food', 'place', 'hot and sour soup', 'lo mein', 'prices']","['crab rangoons', 'sweet & sour chicken', 'dish', 'spot', 'area']"
274699,9,JFmMg_BSbNZIY29fPkh8xg,"Restaurants, American (New), Tapas/Small Plates",813,1.4119111111111111,The Pavilion Kitchen & Bar,36.152925,-86.790856,1530 Demonbreun St,37203.0,"['tapas', 'music', 'dj', 'cocktails', 'management']","['drink', 'place', 'bar tender', 'bathrooms', 'bartender']"
274708,15,RzML4E370L8DZTt_XW6paQ,"Vegetarian, Vegan, Restaurants, American (New)",1143,4.186021052631579,Freshii,36.162876,-86.78136,530 Church St,37219.0,"['place', 'soup', 'noodle', 'breakfast', 'breakfast sandwiches']","['dishes', 'dinner', 'food', 'menu', 'store']"
274727,21,8alwxME7voyqwwRaqtwB9g,"Seafood, Restaurants, Gluten-Free, Cajun/Creole",395,3.8728818181818174,Juicy Seafood,36.0848503,-86.730605,3949 Nolensville Pike,37211.0,"['service', 'food', 'garlic butter', 'place', 'price']","['sauce', 'seasoning', 'lady', 'front', 'flavor']"
274749,142,81nf-wIABwWLPhN7zl6FwQ,"Sandwiches, Breakfast & Brunch, Event Planning & Services, Restaurants, Caterers",366,5.056620547945205,The Food Company,36.1046394842,-86.8176782,"2211 Bandywood Dr, Ste D",37215.0,"['food', 'sandwiches', 'staff', 'lunch', 'place']","['signage', 'sourdough "" bread', 'white bread', '"" sourdough "" bread', 'kale']"
274895,224,s2OLYBa-s3crujHbzO3Wcg,"Steakhouses, Restaurants, Nightlife, American (Traditional), Wine Bars, Seafood, Bars",2162,4.782512173913043,Ruth's Chris Steak House,36.1505573951,-86.8016094247,2100 W End Ave,37203.0,"['food', 'service', 'place', 'atmosphere', 'steak']","['team', 'sour', 'bar staff', 'costs', 'butter']"
275125,7,81KIq3wYiLbYGH5ljPENIg,"Restaurants, Food, Greek, Halal, Food Delivery Services",365,0.4391571428571428,Tena's Kabab & Grill,36.1023342,-86.6459944,,37217.0,"['food', 'merchant', 'delivery driver', 'uber eats', 'restaurant']","['food', 'merchant', 'delivery driver', 'uber eats', 'restaurant']"
275132,13,DKUCYmrxjNHkaQowwKcOQw,"Bakeries, Sandwiches, Food, Cupcakes, Coffee & Tea, Restaurants",582,5.306115384615385,The Cupcake Collection,36.1697192073,-86.6756446135,2543 Lebanon Pike,37214.0,"['cupcakes', 'strawberry cupcake', 'carrot cake', 'flavor', 'potato cupcakes']","['lady', 'counter', 'marble', 'sweet potato cupcake', 'convenience']"
275145,24,OE_ryT0GUN1LO6y6yPuFZA,"Restaurants, Burgers, Fast Food",1000,1.619896,Krystal,36.1579393898,-86.799228,1717 Charlotte Pike,37203.0,"['food', 'young lady', 'cornpup', 'jam', 'biscuit']","['pot heads', 'fast food', 'krystal', 'waiting', 'talk box']"
275170,440,ooUI-JC2tu0J-vavmOHZYQ,"Restaurants, Food, Vietnamese, Sandwiches, Coffee & Tea",2055,5.429637339055794,VN Pho & Deli,36.1493093,-86.8641027,"5906 Charlotte Pike, Ste C",37209.0,"['pho', 'food', 'service', 'staff', 'place']","['jalapenos', 'durian smoothie', 'diners', 'dining room', 'location']"
275636,7,QKB21Alitgj-m6oEoFZFBw,"Restaurants, Mexican",1068,4.847028571428572,El Mirador Mexican Restaurant,36.0758593,-86.7251924,4235 Nolensville Rd,37211.0,"['chicken mole', 'menu']","['chicken mole', 'menu']"
275643,54,I8w9Jy7L7_V0gr0ieriPVQ,"Restaurants, Pizza",781,1.3975351851851852,Papa John's Pizza,36.1484084,-86.8060637,2316 West End Avenue,37203.0,"['crew', 'papa', 'employees', 'lady', 'garlic sauce']","['papa john', 'service', 'food', 'wait', 'pizza']"
275697,2295,6Pu5MKIWbn6FO-oebSSrYQ,"Seafood, Bars, Breakfast & Brunch, Nightlife, Cajun/Creole, American (Traditional), Southern, Steakhouses, Pubs, Restaurants",298,4.89825258657546,The Southern Steak & Oyster,36.1598191068,-86.7746758461,"150 3rd Ave S, Ste 110",37201.0,"['food', 'service', 'atmosphere', 'oysters', 'place']","['kitchen', 'host staff', 'ribeye', 'wait times', 'bun']"
278036,1192,4YoVUmkpUBNtdYa804Wzvg,"Restaurants, Nightlife, Bars, Cocktail Bars, Southern, Lounges, American (New)",223,5.216446923707957,The Patterson House,36.1512977,-86.7940791,1711 Division St,37203.0,"['drinks', 'cocktails', 'atmosphere', 'place', 'bartenders']","['bar stools', 'line', 'waits', 'hostess', 'food menu']"
279255,30,tOfaMOiMrXSmTDuPjLOCuw,"Arts & Entertainment, Art Galleries, Restaurants, Coffee & Tea, Shopping Centers, Food, Shopping",2218,4.071336666666666,The Arcade Nashville,36.1643399,-86.7801688,65 Arcade Alley,37219.0,"['place', 'spot', 'food', 'restaurants', 'chinese food']","['shopping area', 'eating', 'philly', 'seatings', 'area']"
279285,44,bnvSozbwKDf8xnsbfe8ZzA,"Restaurants, Breakfast & Brunch, Bagels, Bakeries, Food",1561,5.240206818181818,Bagelshop ,36.1648000801,-86.7799233384,401 Union St,37219.0,"['bagels', 'staff', 'breakfast', 'food', 'bagel']","['shmear', 'capers', 'salmon', 'lids on the coffee', 'wait']"
279329,8,cWP9xn1PAYX9VTjBkLvfFg,"Mediterranean, Food Delivery Services, Food, Restaurants, Creperies",1592,0.7684375,Nashville Style Gyros,36.1261637,-86.7095871,1110 Murfreesboro Pike,37217.0,"['baklava', 'delivery', 'of greek salad', 'food', 'gyro meat']","['gyro meat', 'olive', 'place', 'customer service', 'uber eats']"
279337,94,SLwKTGRk4obtmK_WPjwlGQ,"Restaurants, Gastropubs",1151,4.685140425531915,The Oak Bar,36.163685,-86.7825982,231 6th Ave N,37219.0,"['drinks', 'service', 'bar', 'fried green tomatoes', 'atmosphere']","['bar tender', 'grilled pominto cheese with fried green tomatoes', 'flavor', 'bologne sandwich', 'ingredients']"
279431,26,RACl0Np7ZqK3FDmh7dbX2g,"Restaurants, Tex-Mex",1107,2.6278,Fresco Southwestern Grille,36.1643284573,-86.7811848968,501-A Union St,37219.0,"['service', 'salsa', 'owners', 'burrito', 'owner']","['veggies', 'platter', 'establishment', 'bathroom', 'beef']"
279457,25,LA99Dl-b9r1nKIZ3gKC_og,"Restaurants, Food, Burgers, Fast Food, Coffee & Tea",890,1.963126923076923,McDonald's,36.124766,-86.751387,2212 Nolensville Rd,37211.0,"['toy', 'location', 'burrito', 'protein', 'customer service']","['manger', 'soda fountain', 'drive -', 'drive - through window', 'staff']"
279483,5,rHaM3niWhOvUGBDmClWHVA,"Hot Dogs, Restaurants",2138,5.545640000000001,Jus Dawgs,36.164407973,-86.7798910398,9 Arcade Alley,37219.0,"['place', 'buffalo chicken', 'chili', 'service', 'hot dogs']","['chips', 'drink', 'menu', 'price', 'dinner']"
279488,55,TbIm5iOl6G0gXfDpPDeYTg,"American (Traditional), Restaurants",1190,4.253833333333334,Charlie Bob's Restaurant,36.1968430337,-86.7719751595,1330 Dickerson Pike,37207.0,"['food', 'breakfast', 'prices', 'staff', 'meal']","['menu', 'bar', 'patio', 'picnic tables', 'pit']"
279545,93,8BzO6LkXvM5pH5XN0G9oYQ,"American (Traditional), American (New), Restaurants",373,5.426162105263158,Hathorne,36.152371,-86.8443717,4708 Charlotte Pike,37209.0,"['food', 'service', 'atmosphere', 'ambiance', 'cocktails']","['brunch', 'dinner portion', 'bill', 'entrees', 'meats']"
279640,33,5DFbSl-ACNHFUnc8C8_Jaw,"Pasta Shops, Food Delivery Services, Specialty Food, Restaurants, Salad, Chicken Wings, Food, Pizza",257,2.9943764705882354,Romans Pizza,36.0582726338,-86.7173419286,5117 Nolensville Pike,37211.0,"['pizza', 'staff', 'sauce', 'breakfast', 'salads']","['crust', 'cheese', 'pie', 'hawaiian pizza', 'guy']"
279674,11,uT3Eb1PqAqFF1OecPouqwQ,"Mexican, Restaurants",2265,3.280746153846154,La Playa,36.164416,-86.77998,27 Arcade,37219.0,"['lunch', 'atmosphere', 'waiter', 'chicken nachos', 'service']","['service', 'lunch special', 'tamales', 'menu price list', 'chicken gravy']"
279687,93,NIhKpS_hNot964ct4bKx1Q,"Restaurants, Chicken Shop, Caribbean, Vegan, Food Trucks, Vegetarian, Food",964,5.629579787234043,Riddim N' Spice,36.1678891,-86.8106775,2116 Meharry Blvd,37208.0,"['food', 'chicken', 'staff', 'place', 'jerk chicken']","['spice', 'hidden', 'caribbean cuisine', 'lettuce', 'atmosphere']"
279781,111,d0xKQW6u1ij9qpg4AJO1Cg,"Sandwiches, Italian, Chicken Wings, Pizza, Salad, Restaurants",1615,3.9939034782608696,Madeline Pizza and Pasta,36.193856,-86.767518,1224 Meridian St,37207.0,"['pizza', 'service', 'food', 'wings', 'garlic knots']","['appetizer', 'spaghetti', 'grubhub', 'ranch', 'mozzarella sticks']"
279896,12,e3DY4vIG0qJg3aSizW1wfA,"Barbeque, Restaurants",1658,3.004192307692308,Off the Bone BBQ,36.175668,-86.792582,708 Monroe St,37208.0,"['dinner', 'smoked', 'quarters', 'cabbage', 'baked beans']","['mac and cheese', 'rib', 'business', 'food', 'place']"
279909,97,-WAOPYXWLomXvcX5Jtbz0A,"Event Planning & Services, Latin American, Caterers, Bars, Mexican, Restaurants, Spanish, Seafood, Nightlife",16,5.142524489795918,Tito's Mexican Restaurant - Nolensville,35.989141,-86.680374,"3 Burkitt Commons Ave, Ste 315",37135.0,"['food', 'service', 'staff', 'restaurant', 'atmosphere']","['dinners', 'beer', 'colorado burrito steak', 'waitlist', 'wait']"
280007,2746,oIH5YWPy_g61YXM6R900Wg,"Southern, Grocery, Restaurants, Barbeque, American (Traditional), Food",2042,4.633213636363636,Puckett's Grocery & Restaurant,36.16321147,-86.7804794147,500 Church St,37219.0,"['food', 'service', 'atmosphere', 'place', 'staff']","['tables', 'waiting', 'lines', 'hostess', 'parking']"
282801,40,vihxHVuaNtbrQ_MxjfqIvw,"Fast Food, Restaurants",2328,1.84133,Jack in the Box,36.1511291,-86.8004758,2008 W End Ave,37203.0,"['bean tacos', 'gentleman', 'place', 'burgers', 'tacos']","['guy', 'lunch', 'girl', 'cook', 'service']"
282841,117,lMqs-c1Cwzm1Nym-dZNAQQ,"Food, Cideries, Tapas/Small Plates, Restaurants",1923,5.625263559322034,Diskin Cider,36.1408764,-86.7697992,1235 Martin St,37203.0,"['place', 'staff', 'cider', 'atmosphere', 'ciders']","['seltzer', 'server', 'room', 'food menu', 'female bartenders']"
282959,132,qnOffBt8iV6umLvDZ5PNDw,"Restaurants, Food, Sandwiches, Beer, Wine & Spirits, Chicken Shop, Southern, American (Traditional), Breakfast & Brunch",2120,5.28016992481203,Music City Chicken,36.1621621,-86.7755905,109 2nd Ave N,37201.0,"['chicken', 'service', 'food', 'cheese', 'place']","['tenders', 'beer selection', 'chicken tenders', 'breading', 'drinks']"
283092,418,jSYu2apG1uYq3eNzSA-OHw,"Travel Services, Music Venues, Hotels & Travel, Restaurants, Cafes, Nightlife, Event Planning & Services, Party & Event Planning, Museums, Arts & Entertainment",1869,4.966954047619048,Johnny Cash Museum,36.160877557,-86.7758457,119 3rd Ave S,37201.0,"['museum', 'place', 'memorabilia', 'staff', 'music']","['space', 'cost', 'crowd', 'parking', 'priced']"
283512,17,wPWLlhAeBJcw2N-7MGUSxw,"Fast Food, Tacos, Mexican, Breakfast & Brunch, Restaurants, Burgers",2373,2.550317647058824,Jack in the Box,36.0893790821,-86.6507390141,1000 Capital Funds Ct,37217.0,"['food', 'service', 'bacon burger', 'shake', 'stuff']","['lady', 'jack', 'shift manager', 'system', 'tables']"
283529,57,BgrvT165fB_wCsZazonMtA,"Restaurants, Pizza, Sicilian, Food Delivery Services, Italian, Food",510,2.3365775862068965,Sicilian Pizza,36.165147,-86.779333,327 Union St,37201.0,"['pizza', 'calzones', 'staff', 'service', 'pasta']","['sauce', 'worker', 'employees', 'delivery', 'food']"
283587,678,qGsdi_PFuqwzN8RqzeWq_w,"Nightlife, Piano Bars, Cocktail Bars, American (Traditional), Bars, Southern, Dance Clubs, Restaurants",2102,4.210849346879535,FGL House,36.1608252758,-86.7753752574,120 3rd Ave S,37201.0,"['food', 'atmosphere', 'service', 'place', 'music']","['bathrooms', 'guy', 'security', 'menu', 'bouncer']"
284276,47,YI28lz_EtAATtHGyXp8Xsg,"Sandwiches, Salad, Beer Bar, Pubs, Nightlife, Restaurants, Bars",1388,4.922052083333333,The Beer Pale,36.1523787,-86.8363919,4109 Charlotte Ave,37209.0,"['beer', 'service', 'beer selection', 'staff', 'atmosphere']","['beer list', 'pretzel', 'buffalo wings', 'quality', 'chicken']"
284324,128,UcpWBeicBU71JVyul_ThTQ,"Restaurants, Sports Bars, Bars, Nightlife, Pizza, Burgers",1236,3.78728854961832,Jonathan's Grille,36.077779076,-86.9501927552,7653 Hwy 70 S,37221.0,"['food', 'service', 'pizza', 'burgers', 'place']","['french onion soup', 'delivery', 'meals', 'food prime rob', 'bar']"
284455,71,iMWGmFrMVEEktWNriZ2cTQ,"Candy Stores, Specialty Food, Bakeries, Grocery, French, Sandwiches, Restaurants, Cafes, Food",1827,5.628721621621621,Little Gourmand,36.1043822,-86.8172682,"2209 Bandywood Dr, Ste D",37215.0,"['sandwiches', 'place', 'owners', 'croissants', 'food']","['sides', 'ham', 'tuna', 'bakery', 'prices']"
284529,284,aO-9aTRxa3ftXn9HYfuCRg,"Diners, Restaurants, Burgers",1517,4.396277739726028,Pied Piper Eatery,36.1956464,-86.7229563,1601 Riverside Dr,37216.0,"['food', 'service', 'staff', 'atmosphere', 'breakfast']","['bathrooms', 'pasta', 'cockroach', 'wait', 'tables']"
284821,50,EEYl4Na1gn2yz3IhZ1mScg,"Food Stands, Restaurants, Food, Shaved Ice, Food Trucks, Desserts",622,5.204846,Retro Sno,36.157193,-86.848489,806 51st Ave N,37209.0,"['flavors', 'treat', 'flavor', 'snow cones', 'dessert']","['pina', 'truck', 'retro', 'ice cream stuffed snow cone', 'shave ice']"
284871,76,wBFmEtHy7M3IuyY7asQu4w,"Sandwiches, Burgers, Pizza, Chicken Wings, Restaurants, Italian",2360,2.77175,Sicilian Pizza & Pasta,36.1697,-86.67258,2614 Lebanon Pike,37214.0,"['pizza', 'service', 'pasta', 'salad', 'portions']","['floor', 'customer service', 'workers', 'spinach chicken salad', 'meat lasagna']"
284951,51,N7puTVZcmKjK6UQtI0ybJQ,"Bars, American (Traditional), Sports Bars, Restaurants, Nightlife",956,4.252388235294117,Edgefield Sports Bar & Grill,36.17575,-86.75535,921 Woodland St,37206.0,"['food', 'servers', 'pool', 'bar', 'darts']","['patio', 'gin', 'ipa', 'corn dogs', 'lady']"
285002,32,KyIkx19f_s99SvHD2Jz4OA,"Restaurants, Nightlife, Juice Bars & Smoothies, Acai Bowls, Coffee & Tea, Breakfast & Brunch, Cocktail Bars, Food, Bars, Salad",881,4.631903125,The Urban Juicer,36.1380978,-86.8006882,1622 21st Ave S,37212.0,"['food', 'juice', 'place', 'juices', 'smoothie']","['fruits', 'lady', 'wait times', 'lights', 'price']"
285034,43,t_n6iMoQh3tLIULRTDfzYA,"Food, Bakeries, Restaurants, Coffee & Tea, Breakfast & Brunch",2231,2.0883,8th & Roast,36.131132,-86.669612,"1 Terminal Dr, Concourse D",37214.0,"['staff', 'service', 'cold brew', 'menu', 'americano']","['management', 'water', 'mocha latte', 'cappuccino', 'line']"
285078,9,tkqzIaUTOmcUJeo2vPsVlA,"Food Trucks, Food, Restaurants, Mexican, Specialty Food, Ethnic Food",2239,5.838422222222222,Taqueria El Millon,36.0458605,-86.7042574,14910 Old Hickory Blvd,37211.0,"['tacos', 'food', 'mexican', 'place', 'price']","['service', 'people', 'cow tongue', 'barbacoa lamb tacos', 'menu']"
285087,49,9LQKDG_fAkAYdIYhzeOBsA,"Sandwiches, Delis, Fast Food, Restaurants",429,4.128533999999999,Firehouse Subs,36.1123942,-86.7639089,708 Thompson Ln,37024.0,"['service', 'food', 'sandwiches', 'subs', 'staff']","['onions', 'mayo', 'oil', 'wait', 'location']"
285137,32,u41uezgA8pp1wrNrpP1HvQ,"Sushi Bars, Japanese, Restaurants, Steakhouses",2252,4.729053125,Oya Japanese Steakhouse,36.0004729281,-86.6926145529,"6688 Nolensville Pike, Ste 102",37027.0,"['food', 'service', 'chef', 'staff', 'hibachi']","['drinks', 'kitchen', 'salads', 'shrimp appetizer', 'hibachi table']"
285169,867,ALK-7tTvDKAzxAtIiNyh2A,"Italian, American (New), Restaurants, Mediterranean",465,5.157503624009061,Rolf and Daughters,36.1774403726,-86.7927687563,700 Taylor St,37208.0,"['food', 'service', 'pasta', 'meal', 'atmosphere']","['serving', 'etiquette', 'menu selection', 'seating areas', 'pork dish']"
286052,168,D9s9S6zfP1VI7pGeLioqQQ,"Nightlife, Food, Breweries, American (New), Restaurants, Pubs, Bars",574,4.300254385964912,Boscos: Restaurant & Brewing Co,36.136314,-86.8012261,1805 21st Ave S,37212.0,"['food', 'beer', 'service', 'atmosphere', 'location']","['bread', 'crust', 'bean', 'parking', 'ingredients']"
286223,28,3Pqty1-63IKvALcVgHWVZQ,"Mediterranean, Restaurants, Greek",180,4.8505931034482765,Santorini Greek Restaurant,36.1641804,-86.7790518,210 4th Ave N,37219.0,"['food', 'service', 'portions', 'gyros', 'place']","['restaurant', 'gyro', 'sauce', 'styrofoam', 'falafel']"
286252,41,B9yv414n2oi4-M0A450aEQ,"Street Vendors, Food Trucks, Restaurants, Food Stands, Food",495,4.446914634146341,Yayo's O.m.g!,36.1523805,-86.7893889,,37203.0,"['tacos', 'service', 'quesadilla', 'fish and shrimp tacos', 'flavor']","['price', 'salsa verde', 'rice', 'cup of', 'prices']"
286293,60,raot7eGR74kljf3yI3qRCg,"Sushi Bars, Restaurants, Korean",2148,4.654253846153846,Samurai Sushi & Korean Pub,36.1776548,-86.7908608,1318 6th Ave N,37208.0,"['sushi', 'place', 'service', 'bibimbap', 'staff']","['korean fried chicken appetizer', 'sushi rice', 'lunch', 'seating', 'waiter']"
286358,12,d9CdYq7FUzk7p7hYGIFcfQ,"Dive Bars, Nightlife, Bars, Hot Dogs, Restaurants",1624,5.135975,Wilburn Street Tavern,36.1855204,-86.76772,302 Wilburn St,37207.0,"['atmosphere', 'pool table', 'drinks', 'bartender', 'drink deals']","['drink specials', 'vibe', 'nachos', 'drink', 'bathroom']"
286370,26,Vw6obVp7BBFfoP0PUA8Ykw,"Restaurants, Caribbean, Vegetarian",1295,4.181534615384615,Calypso Cafe,36.1051689,-86.867972,5101 Harding Pike,37205.0,"['food', 'chicken', 'bean', 'rice salad', 'location']","['salads', 'brownies', 'interior', 'beans', 'cuban']"
286396,2221,3iUCCf1FWmjlFbGYvBgf9w,"Restaurants, Barbeque, Nightlife, Bars, Pubs, Chicken Wings, American (Traditional)",194,4.807708482142857,Martin's Bar-B-Que Joint,36.156637,-86.774164,410 4th Ave S,37201.0,"['food', 'bbq', 'atmosphere', 'brisket', 'service']","['takeout', 'spare ribs', 'lines', 'served', 'line']"
288636,13,2mdQ6nhqreMnkFkSJuY6NA,"Fast Food, Sandwiches, Restaurants",154,2.680392857142857,Subway,36.041071,-86.7425309,"15564 Old Hickory Blvd, Space 5",37211.0,"['location', 'subway', 'staff', 'ingredients', 'employees']","['food', 'subways', 'owners', 'sandwich', 'lady']"
288650,238,ySxj2pv7BKZ1tMZS1C0wAA,"Caterers, Restaurants, Italian, Event Planning & Services",2449,4.710283613445378,Caffé Nonna,36.1407761,-86.8401646,4427 Murphy Rd,37209.0,"['food', 'service', 'place', 'staff', 'ambiance']","['tables', 'drink', 'dining room', 'server', 'parking']"
288888,7,QdKLyqac0Smpg1n7JTnrGg,"Southern, Food, Party & Event Planning, Restaurants, American (New), Event Planning & Services, Caterers, Farmers Market",1082,5.715000000000001,City Farm Company,36.163673,-86.7972187,1407 Clinton St,37203.0,"['food', 'meal', 'mac', 'cheese', 'brisket']","['cheese', 'brisket', 'hot chicken mac n cheese', 'portions', 'lunch']"
288895,7,AZ9qlYAKwwNvC4HOgyEoXQ,"Restaurants, Chinese",474,1.8206428571428568,China Buffet,36.152421963,-86.8527335845,5336 Charlotte Ave,37209.0,"['hot and sour soup', 'steamed dumplings', 'staff', 'china buffet', 'chinese food']","['lunch', 'food', 'lighting', 'food quality', 'owner']"
288902,24,xdpMd5zgtnigfU02w6Fs_w,"Breakfast & Brunch, Event Planning & Services, Restaurants, Caterers, Cafes, American (New)",2419,4.855122222222223,Perl,36.0751525537,-86.9223475456,"7114 Hwy 70 S, Ste 109",37221.0,"['food', 'place', 'coffee', 'fillings', 'texture']","['eggs', 'service', 'bread', 'made "" chips', 'serving sizes']"
288929,14,K8NZT_j5bCCYvByzXFLe-g,"Food, Sandwiches, Coffee & Tea, Nightlife, Restaurants, Cafes, Breakfast & Brunch, Bars",854,3.921121428571429,Frothy Monkey,36.1368954,-86.7783747,1702 8th Ave N,37203.0,"['coffee', 'food', 'place', 'managers', 'atmosphere']","['cappuccino', 'beans', 'line', 'drinks', 'nonfat milk']"
288943,17,_Sa_9OJ1GMW72ZFUR4zYYA,"Diners, Restaurants",1472,4.951464705882353,Audrey,36.1845011,-86.7679733,809 Meridian St,37207.0,"['food', 'staff', 'place', 'dinner', 'atmosphere']","['sommelier', 'wines', 'drink', 'steak', 'appetizers']"
288960,64,YUMJ268M44ji78PXFM3GYg,"Chicken Shop, Barbeque, Food, Desserts, Sandwiches, Restaurants",1394,5.542178125,Shotgun Willie's BBQ,36.219739,-86.726902,4000 B Gallatin Pike,37216.0,"['brisket', 'food', 'bbq', 'staff', 'sides']","['chicken', 'butter', 'cornbread', 'french fries', 'outdoor tables']"
289024,37,woF39W2-DHBbqKSabbCCCQ,"American (New), Food, Restaurants",2386,3.917935135135136,Feast,36.173314,-86.764765,501 Main St,37206.0,"['atmosphere', 'cheese', 'food', 'time', 'menu']","['portion', 'side dishes', 'waiter', 'manager', 'appetizer rolls']"
289061,24,Fca-iOgKaIKTaN7ikUgWDQ,"Bars, American (New), Lounges, Breakfast & Brunch, Nightlife, Restaurants",677,2.7607041666666667,WestEnd Kitchen & Bar,36.15287,-86.797082,1808 W End Ave,37203.0,"['food', 'sauce', 'fries', 'burger', 'place']","['menu', 'veggie omelet', 'ribs', 'wait', 'meal']"
289085,17,ILcH8Zu2JiTij1hzlFuvQw,"Greek, Mediterranean, Restaurants",788,4.506941176470588,Nashvilles Best Chicken & Gyros,36.160078972,-86.7962032557,1414 Charlotte Ave,37203.0,"['food', 'ingredients', 'chicken gyro', 'service', 'prices']","['grub', 'lunch', 'combination salad', 'plate', 'counter']"
289102,56,Tbb7lwvdxSBKz9d7-j333A,"Italian, Restaurants, Middle Eastern, Kebab",1191,4.297121428571429,Kebab Gyros and Italian Cusine,36.1509979,-86.6670109,"450 Donelson Pike, Ste A5",37214.0,"['food', 'service', 'portions', 'staff', 'falafel']","['flavor', 'lamb', 'gyro', 'combo meal', 'bread']"
